                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.891,                 6.0645,                 3.1498,                0.00927,                0.64809,                  0.012,                0.00363,                 2.4245,                 4.2314,                 1.9567,             5.9622e-05,             5.9622e-05,             5.9622e-05
